total_shots_home,total_shots_away,shots_on_target_ratio_home,shots_on_target_ratio_away,average_shots_on_target_distance_home,average_shots_on_target_distance_away,shots_high_xG_home,shots_high_xG_away,shots_inside_area_home,shots_inside_area_away,shots_inside_area_ratio_home,shots_inside_area_ratio_away,shots_foot_home,shots_foot_away,shots_head_home,shots_head_away,shots_other_home,shots_other_away,total_passes_home,total_passes_away,pass_success_ratio_home,pass_success_ratio_away,key_passes_home,key_passes_away,passes_needed_to_make_a_shoot_home,passes_needed_to_make_a_shoot_away,crosses_home,crosses_away,cross_success_ratio_home,cross_success_ratio_away,corners_home,corners_away,interceptions_won_home,interceptions_won_away,recoveries_home,recoveries_away,blocks_home,blocks_away,duels_won_home,duels_won_away,tackles_home,tackles_away,tackles_success_ratio_home,tackles_success_ratio_away,fouls_committed_home,fouls_committed_away,50_50_won_home,50_50_won_away,clearances_home,clearances_away,penaltys_committed_home,penaltys_committed_away,key_errors_home,key_errors_away,miscontrols_home,miscontrols_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,winning_team
15,10,0.5333333333333333,0.3,19.58302957315515,18.15439793762962,1,0,11,6,0.7333333333333333,0.6,13,6,2,4,0,0,558,404,0.7795698924731183,0.6905940594059405,13,9,37.2,40.4,20,8,0.5,0.375,4,4,9,6,0,0,19,13,8,14,13,21,0.6153846153846154,0.6666666666666666,11,15,1,0,14,27,0,0,0,0,23,17,2,3,0,0,home_team
31,12,0.25806451612903225,0.25,17.41972704861265,22.447998097629796,6,0,23,8,0.7419354838709677,0.6666666666666666,22,10,9,2,0,0,717,316,0.8605299860529986,0.7468354430379747,27,7,23.129032258064516,26.333333333333332,37,8,0.43243243243243246,0.125,12,6,9,7,0,0,18,23,8,12,14,16,0.5714285714285714,0.75,12,11,1,0,4,34,0,0,0,0,10,17,4,4,0,1,draw
5,10,0.4,0.4,15.174241612089286,18.71861109606899,1,0,3,8,0.6,0.8,4,8,1,2,0,0,554,582,0.7833935018050542,0.7731958762886598,5,9,110.8,58.2,5,19,0.2,0.3157894736842105,1,5,21,10,0,0,21,25,15,12,27,24,0.5555555555555556,0.5,14,21,0,0,32,12,0,0,0,0,20,15,2,2,0,0,home_team
15,10,0.26666666666666666,0.2,12.694378246738019,13.428822541231204,1,0,7,5,0.4666666666666667,0.5,13,7,2,3,0,0,422,473,0.6421800947867299,0.6997885835095138,10,7,28.133333333333333,47.3,17,20,0.17647058823529413,0.15,4,2,14,14,1,1,21,29,18,8,30,15,0.6,0.5333333333333333,17,23,1,0,32,24,0,0,0,1,11,17,3,4,0,0,draw
18,18,0.5,0.2777777777777778,18.19057982794299,23.155883789758718,4,1,13,5,0.7222222222222222,0.2777777777777778,16,17,2,1,0,0,456,458,0.7456140350877193,0.7947598253275109,14,14,25.333333333333332,25.444444444444443,21,18,0.2857142857142857,0.1111111111111111,6,5,9,11,0,0,18,15,12,7,17,16,0.7058823529411765,0.4375,11,20,0,0,11,19,0,0,1,0,9,8,1,4,0,0,home_team
12,18,0.3333333333333333,0.16666666666666666,10.672954283753278,20.373438012590807,3,1,9,7,0.75,0.3888888888888889,8,16,4,2,0,0,380,421,0.7447368421052631,0.7505938242280285,10,10,31.666666666666668,23.38888888888889,19,16,0.3157894736842105,0.1875,11,3,6,11,0,0,12,17,17,18,27,32,0.6296296296296297,0.59375,23,23,0,0,24,19,0,0,0,0,12,16,3,3,0,0,home_team
11,9,0.2727272727272727,0.2222222222222222,18.787173420308836,13.314220695138712,2,2,5,5,0.45454545454545453,0.5555555555555556,10,8,0,1,1,0,347,643,0.5878962536023055,0.7947122861586314,8,6,31.545454545454547,71.44444444444444,8,14,0.125,0.14285714285714285,4,4,11,7,0,0,30,24,22,10,27,15,0.8148148148148148,0.6666666666666666,24,18,0,2,31,35,0,0,0,0,10,17,5,4,0,0,draw
23,9,0.34782608695652173,0.6666666666666666,23.286714448006844,17.679502545962553,1,3,11,6,0.4782608695652174,0.6666666666666666,20,9,3,0,0,0,621,324,0.789049919484702,0.5432098765432098,16,6,27.0,36.0,26,3,0.15384615384615385,0.3333333333333333,8,3,19,11,0,0,16,29,15,20,17,29,0.8823529411764706,0.7241379310344828,15,16,1,0,15,29,0,0,1,1,17,7,4,2,0,0,away_team
16,10,0.5,0.4,19.321432705811322,26.039047596898573,4,0,10,5,0.625,0.5,15,9,1,1,0,0,502,478,0.7629482071713147,0.7887029288702929,11,8,31.375,47.8,18,13,0.3333333333333333,0.15384615384615385,10,4,7,9,0,0,23,25,15,13,24,22,0.625,0.5909090909090909,17,11,0,1,8,28,0,0,0,0,12,13,0,4,0,0,home_team
12,28,0.4166666666666667,0.2857142857142857,12.654142380688958,16.021025049060768,2,3,10,19,0.8333333333333334,0.6785714285714286,7,24,5,4,0,0,342,579,0.695906432748538,0.8272884283246977,11,21,28.5,20.678571428571427,9,13,0.4444444444444444,0.23076923076923078,7,9,8,7,0,0,31,22,12,5,15,10,0.8,0.5,22,17,0,0,24,6,1,0,0,0,11,12,5,3,0,0,home_team
10,14,0.3,0.21428571428571427,15.56835164474329,19.4812171082681,0,1,5,6,0.5,0.42857142857142855,7,13,3,1,0,0,454,411,0.7092511013215859,0.6642335766423357,9,8,45.4,29.357142857142858,11,7,0.2727272727272727,0.5714285714285714,2,5,8,5,0,0,23,25,10,10,13,16,0.7692307692307693,0.625,16,22,0,1,28,24,0,0,0,0,16,12,1,3,0,0,draw
14,3,0.2857142857142857,0.6666666666666666,13.493551597344998,17.763339802351968,0,0,9,1,0.6428571428571429,0.3333333333333333,12,2,2,1,0,0,415,480,0.708433734939759,0.7604166666666666,9,3,29.642857142857142,160.0,21,5,0.38095238095238093,0.2,8,2,8,8,0,0,16,27,9,8,16,15,0.5625,0.5333333333333333,17,22,0,0,13,26,0,0,0,0,14,14,4,5,0,0,home_team
18,9,0.2222222222222222,0.2222222222222222,10.402454146413872,19.520305634336996,3,1,13,5,0.7222222222222222,0.5555555555555556,14,7,4,2,0,0,533,607,0.8105065666041276,0.8467874794069192,12,7,29.61111111111111,67.44444444444444,16,15,0.1875,0.2,5,1,9,11,0,0,10,22,14,17,21,22,0.6666666666666666,0.7727272727272727,23,16,0,0,12,20,0,1,0,0,14,8,6,4,0,0,draw
12,12,0.75,0.16666666666666666,15.965330042843675,19.899757980991232,2,2,7,5,0.5833333333333334,0.4166666666666667,10,12,2,0,0,0,563,467,0.7904085257548845,0.7601713062098501,9,5,46.916666666666664,38.916666666666664,21,10,0.42857142857142855,0.2,9,1,12,11,0,1,17,15,10,16,18,29,0.5555555555555556,0.5517241379310345,21,21,0,0,13,26,0,1,0,0,23,15,3,3,0,0,away_team
18,9,0.3888888888888889,0.3333333333333333,16.352247439895628,13.998486100698555,2,3,11,5,0.6111111111111112,0.5555555555555556,14,7,4,1,0,1,607,305,0.7808896210873146,0.6622950819672131,14,5,33.72222222222222,33.888888888888886,15,7,0.26666666666666666,0.42857142857142855,9,1,13,14,0,0,12,14,17,14,30,22,0.5666666666666667,0.6363636363636364,14,21,1,0,7,28,0,0,1,0,8,17,1,5,0,0,draw
18,9,0.2222222222222222,0.4444444444444444,20.867802133719564,11.709584737106084,1,2,8,5,0.4444444444444444,0.5555555555555556,14,9,4,0,0,0,621,385,0.8115942028985508,0.6415584415584416,11,5,34.5,42.77777777777778,15,8,0.4,0.5,3,1,13,8,0,0,19,22,12,23,19,38,0.631578947368421,0.6052631578947368,7,16,0,0,29,28,0,0,1,0,14,12,2,2,0,0,away_team
11,13,0.6363636363636364,0.38461538461538464,17.423363118155955,18.474257239083844,2,1,6,9,0.5454545454545454,0.6923076923076923,11,8,0,5,0,0,358,609,0.6983240223463687,0.7980295566502463,8,12,32.54545454545455,46.84615384615385,8,20,0.0,0.4,2,4,11,15,0,0,18,13,11,8,17,14,0.6470588235294118,0.5714285714285714,17,17,0,0,23,17,0,0,1,2,17,13,5,2,0,0,home_team
12,13,0.25,0.15384615384615385,22.99360045028438,19.34806564902127,1,2,4,6,0.3333333333333333,0.46153846153846156,10,13,2,0,0,0,337,697,0.6884272997032641,0.8464849354375896,6,11,28.083333333333332,53.61538461538461,8,7,0.375,0.5714285714285714,7,4,11,10,2,1,24,19,15,12,21,17,0.7142857142857143,0.7058823529411765,10,13,1,0,13,13,0,0,0,0,15,9,3,3,0,0,away_team
11,7,0.09090909090909091,0.42857142857142855,28.589683454001378,15.63893563678149,1,2,4,5,0.36363636363636365,0.7142857142857143,11,6,0,1,0,0,595,441,0.761344537815126,0.7414965986394558,6,4,54.09090909090909,63.0,19,3,0.2631578947368421,0.0,5,2,4,11,0,0,17,26,13,11,24,27,0.5416666666666666,0.4074074074074074,16,13,0,0,9,38,0,0,0,0,12,13,8,5,0,0,away_team
21,17,0.2857142857142857,0.35294117647058826,18.946474194283766,18.368970561254404,1,2,12,10,0.5714285714285714,0.5882352941176471,18,14,3,3,0,0,607,451,0.8583196046128501,0.7982261640798226,18,15,28.904761904761905,26.529411764705884,26,10,0.2692307692307692,0.3,4,4,12,9,1,0,21,14,11,9,19,12,0.5789473684210527,0.75,8,14,0,1,21,14,0,0,0,2,13,18,1,4,0,0,home_team
14,16,0.5,0.1875,11.43328981520715,22.986793442593257,5,0,11,3,0.7857142857142857,0.1875,9,14,5,2,0,0,428,604,0.8107476635514018,0.8642384105960265,12,12,30.571428571428573,37.75,9,10,0.5555555555555556,0.3,5,1,13,8,0,0,18,18,12,11,18,16,0.6666666666666666,0.6875,22,18,0,0,13,11,0,0,0,0,14,14,2,1,0,1,home_team
14,15,0.2857142857142857,0.3333333333333333,17.476624120473836,13.414790858130905,0,2,7,10,0.5,0.6666666666666666,12,12,2,2,0,1,361,494,0.6565096952908587,0.7165991902834008,11,10,25.785714285714285,32.93333333333333,7,18,0.5714285714285714,0.2777777777777778,2,5,11,10,0,0,24,23,8,10,22,19,0.36363636363636365,0.5263157894736842,21,12,0,0,43,16,0,0,0,0,16,16,3,3,0,0,draw
15,14,0.4,0.5,13.480122432630829,18.212142005211582,0,3,11,7,0.7333333333333333,0.5,10,13,5,1,0,0,569,287,0.7697715289982425,0.6167247386759582,13,10,37.93333333333333,20.5,19,8,0.42105263157894735,0.375,7,1,10,14,0,0,13,18,12,21,20,29,0.6,0.7241379310344828,13,15,0,0,8,29,0,0,0,0,11,14,3,8,0,0,draw
17,7,0.17647058823529413,0.2857142857142857,15.572906458176648,12.745120127175031,1,0,12,5,0.7058823529411765,0.7142857142857143,13,5,4,2,0,0,535,422,0.7626168224299066,0.6848341232227488,12,6,31.470588235294116,60.285714285714285,13,11,0.23076923076923078,0.09090909090909091,4,6,8,9,0,0,24,18,14,10,31,16,0.45161290322580644,0.625,13,20,0,0,19,23,0,0,0,0,21,23,2,2,0,0,draw
14,22,0.6428571428571429,0.36363636363636365,13.47392325939477,13.510713196626703,8,4,12,13,0.8571428571428571,0.5909090909090909,14,21,0,1,0,0,462,572,0.8138528138528138,0.8059440559440559,9,14,33.0,26.0,7,10,0.42857142857142855,0.3,7,10,20,4,0,0,28,28,7,17,19,20,0.3684210526315789,0.85,9,19,0,0,22,7,0,2,3,0,23,22,1,2,0,0,home_team
7,10,0.42857142857142855,0.3,14.676436321891266,14.038876686811797,2,2,5,6,0.7142857142857143,0.6,7,6,0,4,0,0,459,461,0.7538126361655774,0.7180043383947939,1,6,65.57142857142857,46.1,10,11,0.0,0.36363636363636365,6,8,14,15,0,0,17,16,10,22,25,31,0.4,0.7096774193548387,20,20,1,0,22,15,1,1,1,1,12,8,3,3,0,0,home_team
21,12,0.38095238095238093,0.4166666666666667,13.767581861142226,13.5671620663073,1,2,14,10,0.6666666666666666,0.8333333333333334,16,11,5,1,0,0,520,364,0.775,0.6923076923076923,10,9,24.761904761904763,30.333333333333332,16,5,0.3125,0.6,4,3,10,11,0,0,19,23,15,11,24,22,0.625,0.5,20,23,0,1,9,26,0,0,0,0,9,9,2,4,0,0,away_team
13,13,0.3076923076923077,0.5384615384615384,13.81293992618597,9.407797620272678,1,7,8,10,0.6153846153846154,0.7692307692307693,9,11,4,2,0,0,470,352,0.6914893617021277,0.6221590909090909,10,9,36.15384615384615,27.076923076923077,17,9,0.17647058823529413,0.4444444444444444,10,3,4,10,0,0,8,26,8,15,13,27,0.6153846153846154,0.5555555555555556,26,17,0,0,12,36,0,0,0,0,12,9,5,3,0,0,away_team
7,5,0.2857142857142857,0.0,17.058298042140184,120.0,0,0,6,3,0.8571428571428571,0.6,4,4,3,1,0,0,612,439,0.7941176470588235,0.683371298405467,4,5,87.42857142857143,87.8,8,3,0.375,0.0,6,6,11,8,0,0,19,35,13,9,18,18,0.7222222222222222,0.5,12,16,0,1,43,10,0,0,0,0,18,14,1,2,0,0,draw
17,14,0.47058823529411764,0.5,18.987835826217914,16.849560849052974,2,5,12,11,0.7058823529411765,0.7857142857142857,14,13,3,1,0,0,547,529,0.8281535648994516,0.77882797731569,12,13,32.1764705882353,37.785714285714285,10,11,0.4,0.45454545454545453,5,7,18,17,0,0,21,21,10,12,14,15,0.7142857142857143,0.8,21,19,0,0,10,6,0,0,0,0,13,8,6,1,0,0,away_team
17,8,0.35294117647058826,0.25,15.743177624887176,19.888825506542812,1,1,6,5,0.35294117647058826,0.625,14,7,3,1,0,0,356,536,0.6264044943820225,0.7089552238805971,11,5,20.941176470588236,67.0,14,8,0.2857142857142857,0.125,3,3,11,17,0,0,32,16,19,10,31,21,0.6129032258064516,0.47619047619047616,8,13,0,0,42,19,1,0,0,0,24,20,3,3,0,0,draw
14,7,0.35714285714285715,0.7142857142857143,15.038132214168906,17.926999813257705,3,1,8,2,0.5714285714285714,0.2857142857142857,12,6,2,1,0,0,626,314,0.8466453674121406,0.6178343949044586,8,5,44.714285714285715,44.857142857142854,11,4,0.36363636363636365,0.0,6,2,14,8,0,0,15,17,5,16,14,26,0.35714285714285715,0.6153846153846154,14,24,1,0,14,15,0,0,0,0,17,14,3,5,1,0,home_team
16,7,0.5,0.2857142857142857,15.598335924436123,14.738693342344215,2,1,10,4,0.625,0.5714285714285714,13,6,3,1,0,0,482,488,0.7593360995850622,0.7663934426229508,11,3,30.125,69.71428571428571,13,2,0.15384615384615385,0.0,9,2,14,10,0,0,16,19,22,18,29,32,0.7586206896551724,0.5625,28,11,0,1,20,27,1,0,0,0,9,15,4,4,0,0,home_team
22,6,0.5909090909090909,0.0,16.124592698944983,120.0,6,0,18,1,0.8181818181818182,0.16666666666666666,21,6,1,0,0,0,501,385,0.8423153692614771,0.7610389610389611,12,5,22.772727272727273,64.16666666666667,26,10,0.2692307692307692,0.1,7,3,14,7,0,0,16,9,9,10,12,17,0.75,0.5882352941176471,18,16,0,0,10,12,0,3,0,0,10,8,1,3,0,0,home_team
13,9,0.46153846153846156,0.2222222222222222,18.51815980348137,13.067708256570867,2,1,7,6,0.5384615384615384,0.6666666666666666,10,7,3,2,0,0,617,313,0.8298217179902755,0.65814696485623,9,6,47.46153846153846,34.77777777777778,15,5,0.4,0.6,6,5,8,8,0,0,12,16,10,14,16,20,0.625,0.7,14,14,0,1,8,27,1,1,0,0,22,14,4,3,0,0,home_team
20,6,0.3,0.0,12.206769191511336,120.0,3,0,15,3,0.75,0.5,14,5,6,1,0,0,506,484,0.7569169960474308,0.7582644628099173,13,3,25.3,80.66666666666667,15,14,0.4,0.14285714285714285,9,3,12,11,0,1,14,20,8,7,14,7,0.5714285714285714,1.0,9,16,0,0,17,17,0,1,0,0,13,20,1,3,0,0,home_team
9,10,0.4444444444444444,0.1,20.965828174909415,36.03026505592208,0,0,6,6,0.6666666666666666,0.6,6,7,3,3,0,0,510,517,0.7254901960784313,0.7156673114119922,6,9,56.666666666666664,51.7,15,7,0.26666666666666666,0.14285714285714285,3,5,6,19,0,1,22,20,8,13,15,18,0.5333333333333333,0.7222222222222222,14,11,0,0,7,17,0,0,0,0,9,8,0,1,0,0,home_team
11,6,0.09090909090909091,0.3333333333333333,17.28612160086813,12.324642849044015,2,0,7,4,0.6363636363636364,0.6666666666666666,9,4,2,2,0,0,346,568,0.546242774566474,0.7024647887323944,8,5,31.454545454545453,94.66666666666667,14,13,0.5,0.07692307692307693,2,6,13,13,0,0,20,16,13,9,22,15,0.5909090909090909,0.6,17,11,0,0,36,21,0,0,0,0,18,13,2,3,0,0,home_team
17,8,0.6470588235294118,0.625,18.656383899931974,15.684761507057624,5,1,11,6,0.6470588235294118,0.75,14,6,3,2,0,0,657,573,0.8584474885844748,0.8621291448516579,13,7,38.64705882352941,71.625,20,8,0.3,0.375,6,3,14,9,0,0,7,16,22,9,26,18,0.8461538461538461,0.5,14,12,0,0,11,26,0,0,0,2,12,8,0,3,0,0,home_team
9,10,0.3333333333333333,0.6,8.644779811892603,18.206713263697264,3,1,7,6,0.7777777777777778,0.6,5,7,4,3,0,0,427,333,0.6955503512880562,0.6336336336336337,5,8,47.44444444444444,33.3,13,7,0.23076923076923078,0.14285714285714285,5,6,4,8,0,0,14,11,6,11,16,22,0.375,0.5,17,20,0,0,22,23,0,0,0,0,20,16,3,6,0,0,draw
14,10,0.5,0.5,16.52348365870012,23.165689407962095,3,1,7,6,0.5,0.6,14,9,0,1,0,0,489,351,0.7811860940695297,0.698005698005698,7,9,34.92857142857143,35.1,20,12,0.2,0.16666666666666666,5,5,8,8,0,0,13,23,9,10,23,16,0.391304347826087,0.625,19,21,0,0,24,18,0,1,0,1,14,18,2,3,0,0,home_team
9,13,0.5555555555555556,0.38461538461538464,15.269170562302515,28.24335719375215,2,0,6,5,0.6666666666666666,0.38461538461538464,8,11,1,2,0,0,340,596,0.65,0.7667785234899329,5,9,37.77777777777778,45.84615384615385,8,12,0.5,0.08333333333333333,7,5,21,11,0,0,25,11,15,11,20,19,0.75,0.5789473684210527,16,7,0,0,40,11,0,0,1,0,14,9,1,3,0,0,home_team
12,6,0.3333333333333333,0.5,14.704805362715454,10.132743123519111,1,1,10,5,0.8333333333333334,0.8333333333333334,11,2,1,4,0,0,465,438,0.7376344086021506,0.7374429223744292,8,6,38.75,73.0,10,14,0.2,0.35714285714285715,7,5,9,11,0,0,11,13,9,9,15,12,0.6,0.75,17,15,0,0,19,21,0,0,0,0,7,13,5,3,0,0,home_team
7,12,0.42857142857142855,0.25,20.37574148464321,12.334424166657536,1,2,1,8,0.14285714285714285,0.6666666666666666,7,8,0,4,0,0,522,649,0.7662835249042146,0.8181818181818182,5,8,74.57142857142857,54.083333333333336,10,11,0.1,0.2727272727272727,1,6,21,14,0,0,17,10,18,12,30,21,0.6,0.5714285714285714,6,13,0,0,14,8,0,0,0,1,17,24,2,0,0,0,draw
6,15,0.16666666666666666,0.4,74.86741614347326,16.727526642287348,0,3,1,10,0.16666666666666666,0.6666666666666666,6,14,0,1,0,0,342,775,0.7017543859649122,0.8554838709677419,5,11,57.0,51.666666666666664,7,26,0.2857142857142857,0.19230769230769232,3,5,11,8,0,1,20,19,9,9,13,15,0.6923076923076923,0.6,14,3,0,0,21,12,0,0,0,0,11,17,3,0,0,0,away_team
21,16,0.2857142857142857,0.5,17.02080890876856,21.199419377873255,1,1,12,9,0.5714285714285714,0.5625,17,15,4,1,0,0,380,518,0.6526315789473685,0.7567567567567568,14,9,18.095238095238095,32.375,18,11,0.3333333333333333,0.2727272727272727,9,7,11,16,0,0,14,21,9,17,16,23,0.5625,0.7391304347826086,14,18,0,0,24,29,0,0,0,0,14,13,2,5,0,0,away_team
11,23,0.2727272727272727,0.391304347826087,18.976358268263468,14.102525472265844,1,6,7,16,0.6363636363636364,0.6956521739130435,9,20,2,3,0,0,493,429,0.7464503042596349,0.745920745920746,9,16,44.81818181818182,18.652173913043477,3,16,0.3333333333333333,0.4375,7,9,10,22,0,0,21,23,20,21,33,32,0.6363636363636364,0.65625,11,14,0,0,16,18,0,1,2,0,11,19,2,4,0,0,away_team
8,5,0.25,0.2,12.666981096934606,13.29097438113549,0,1,5,4,0.625,0.8,6,4,2,0,0,1,343,421,0.6355685131195336,0.7268408551068883,6,4,42.875,84.2,12,4,0.16666666666666666,0.0,4,5,12,4,0,1,16,16,7,11,20,20,0.35,0.55,17,27,0,1,15,43,0,0,0,0,14,19,2,6,0,0,home_team
20,5,0.45,0.4,13.342256739551074,18.03616943904779,3,0,17,2,0.85,0.4,17,4,3,1,0,0,687,401,0.851528384279476,0.7206982543640897,17,3,34.35,80.2,9,2,0.4444444444444444,0.5,7,2,10,12,0,0,13,17,5,7,11,15,0.45454545454545453,0.4666666666666667,15,25,0,0,10,13,0,1,0,0,8,17,5,3,0,0,home_team
17,9,0.17647058823529413,0.5555555555555556,20.59571559227002,16.44594082588123,2,3,9,8,0.5294117647058824,0.8888888888888888,14,8,3,1,0,0,476,335,0.7542016806722689,0.6895522388059702,10,6,28.0,37.22222222222222,10,6,0.2,0.16666666666666666,15,5,7,12,0,0,10,18,10,9,20,20,0.5,0.5,18,31,0,0,8,28,0,0,1,1,14,15,1,3,0,0,away_team
15,9,0.2,0.2222222222222222,9.944001830668654,21.02538558537943,2,0,9,4,0.6,0.4444444444444444,11,9,4,0,0,0,701,303,0.7689015691868759,0.5214521452145214,12,5,46.733333333333334,33.666666666666664,37,5,0.2702702702702703,0.2,5,1,12,12,0,0,13,22,15,11,24,16,0.625,0.6875,14,18,0,0,9,24,0,0,0,0,13,20,4,3,0,0,home_team
17,9,0.35294117647058826,0.5555555555555556,19.509168433847858,24.15851819339465,2,1,10,3,0.5882352941176471,0.3333333333333333,13,8,4,1,0,0,501,426,0.7325349301397206,0.6713615023474179,12,6,29.470588235294116,47.333333333333336,18,9,0.5555555555555556,0.2222222222222222,9,5,11,12,0,0,16,25,7,11,14,21,0.5,0.5238095238095238,15,11,0,0,26,30,0,0,1,0,16,10,4,2,0,0,draw
15,28,0.3333333333333333,0.39285714285714285,11.64346538209133,21.20706884439754,3,1,12,11,0.8,0.39285714285714285,13,23,2,5,0,0,501,612,0.844311377245509,0.8709150326797386,12,26,33.4,21.857142857142858,18,19,0.2222222222222222,0.42105263157894735,4,6,4,13,0,0,19,15,11,6,18,9,0.6111111111111112,0.6666666666666666,15,13,0,0,18,17,0,0,0,0,11,6,1,1,0,0,home_team
9,11,0.4444444444444444,0.45454545454545453,19.06827076195085,17.340939101586493,1,0,4,8,0.4444444444444444,0.7272727272727273,9,8,0,3,0,0,460,520,0.7282608695652174,0.7384615384615385,9,9,51.111111111111114,47.27272727272727,7,29,0.42857142857142855,0.3448275862068966,0,8,6,15,0,0,20,18,13,14,20,19,0.65,0.7368421052631579,19,16,0,0,35,9,0,0,0,0,18,19,1,4,0,0,home_team
7,8,0.2857142857142857,0.25,8.30713468099815,6.843102985878621,2,2,3,4,0.42857142857142855,0.5,7,7,0,1,0,0,350,513,0.6485714285714286,0.7524366471734892,5,5,50.0,64.125,9,13,0.2222222222222222,0.3076923076923077,4,1,4,5,0,0,15,16,8,6,11,12,0.7272727272727273,0.5,16,17,0,0,24,20,0,0,0,0,11,14,4,3,0,0,home_team
16,9,0.4375,0.4444444444444444,15.691188391759637,16.208850539519503,3,0,12,5,0.75,0.5555555555555556,13,8,3,1,0,0,404,500,0.650990099009901,0.728,10,6,25.25,55.55555555555556,16,15,0.3125,0.26666666666666666,5,7,9,8,0,0,18,23,9,13,25,16,0.36,0.8125,16,12,0,0,20,21,0,1,0,0,17,17,3,1,0,1,home_team
12,7,0.4166666666666667,0.2857142857142857,16.24553438630075,14.192425742807922,0,2,8,5,0.6666666666666666,0.7142857142857143,11,6,1,1,0,0,491,373,0.7087576374745418,0.6675603217158177,9,5,40.916666666666664,53.285714285714285,20,6,0.25,0.16666666666666666,6,3,8,12,0,0,17,24,15,9,24,19,0.625,0.47368421052631576,23,17,0,0,12,32,0,0,0,0,9,11,2,5,0,0,away_team
14,13,0.14285714285714285,0.38461538461538464,10.400211860602974,9.030355004133849,5,3,11,8,0.7857142857142857,0.6153846153846154,13,11,1,2,0,0,492,448,0.7134146341463414,0.7477678571428571,10,8,35.142857142857146,34.46153846153846,21,11,0.14285714285714285,0.2727272727272727,5,3,8,6,1,0,13,18,9,11,18,18,0.5,0.6111111111111112,16,15,0,0,11,42,0,1,1,1,5,16,4,5,0,0,away_team
12,17,0.4166666666666667,0.4117647058823529,13.801487288744175,17.110969932238195,3,4,10,12,0.8333333333333334,0.7058823529411765,9,15,3,2,0,0,531,398,0.7589453860640302,0.6055276381909548,9,10,44.25,23.41176470588235,13,17,0.3076923076923077,0.4117647058823529,12,6,15,8,0,0,29,24,8,16,16,27,0.5,0.5925925925925926,8,16,0,0,25,27,1,0,0,0,19,6,3,4,0,0,draw
14,13,0.5,0.38461538461538464,14.669424847938975,15.235601110420106,1,2,9,8,0.6428571428571429,0.6153846153846154,13,7,1,6,0,0,553,378,0.7504520795660036,0.6534391534391535,6,8,39.5,29.076923076923077,19,16,0.10526315789473684,0.375,7,5,14,9,0,0,16,23,10,8,18,12,0.5555555555555556,0.6666666666666666,6,15,0,0,25,32,0,0,0,2,13,11,2,1,0,0,home_team
13,18,0.5384615384615384,0.3888888888888889,15.501946320775005,17.308791607065398,2,3,6,14,0.46153846153846156,0.7777777777777778,10,18,3,0,0,0,486,671,0.7880658436213992,0.8807749627421758,11,13,37.38461538461539,37.27777777777778,9,9,0.4444444444444444,0.5555555555555556,10,3,6,5,0,0,13,22,12,10,19,12,0.631578947368421,0.8333333333333334,17,12,0,0,22,28,0,0,1,0,6,7,3,2,1,0,away_team
8,12,0.125,0.5833333333333334,11.500000000000002,18.124508512696593,1,2,5,7,0.625,0.5833333333333334,8,9,0,3,0,0,282,579,0.5957446808510638,0.7202072538860104,6,4,35.25,48.25,6,16,0.3333333333333333,0.125,2,7,9,4,0,0,29,21,19,13,26,17,0.7307692307692307,0.7647058823529411,27,16,1,0,39,12,0,0,0,0,12,6,6,3,0,0,home_team
15,8,0.4666666666666667,0.5,17.209446933892075,14.476524855787591,0,2,12,5,0.8,0.625,13,8,2,0,0,0,337,516,0.6261127596439169,0.7732558139534884,10,3,22.466666666666665,64.5,14,19,0.42857142857142855,0.10526315789473684,5,7,9,2,1,0,13,14,21,13,28,18,0.75,0.7222222222222222,21,18,0,0,23,31,1,0,3,1,13,10,5,4,0,0,draw
7,11,0.42857142857142855,0.36363636363636365,25.80449940998727,12.052020308439538,0,4,3,9,0.42857142857142855,0.8181818181818182,5,9,2,2,0,0,498,632,0.7409638554216867,0.8180379746835443,6,7,71.14285714285714,57.45454545454545,12,12,0.25,0.25,2,6,9,15,1,0,24,19,11,19,18,28,0.6111111111111112,0.6785714285714286,16,10,0,0,33,27,0,0,1,0,12,22,1,4,0,0,away_team
8,15,0.375,0.3333333333333333,16.808408973506662,19.66384847644009,1,1,8,9,1.0,0.6,6,14,2,1,0,0,361,513,0.6620498614958449,0.7641325536062378,6,12,45.125,34.2,12,12,0.16666666666666666,0.16666666666666666,3,8,8,8,0,0,32,14,14,7,21,16,0.6666666666666666,0.4375,21,19,0,0,40,19,0,0,0,0,13,14,5,2,0,0,home_team
9,18,0.3333333333333333,0.3333333333333333,16.712481351651103,19.816763414156355,3,2,7,11,0.7777777777777778,0.6111111111111112,8,16,1,2,0,0,395,630,0.7367088607594937,0.8333333333333334,6,11,43.888888888888886,35.0,10,8,0.5,0.375,1,7,14,7,0,0,16,12,14,18,26,22,0.5384615384615384,0.8181818181818182,24,15,0,1,23,20,0,0,0,0,12,14,3,3,0,0,draw
5,7,0.4,0.5714285714285714,11.770982682270269,19.568671628233943,1,1,3,3,0.6,0.42857142857142855,5,6,0,1,0,0,352,535,0.6477272727272727,0.7850467289719626,4,4,70.4,76.42857142857143,8,10,0.125,0.2,2,10,17,16,0,0,13,17,20,12,32,17,0.625,0.7058823529411765,17,16,2,0,38,31,1,0,1,0,24,23,6,3,0,0,home_team
