total_shots_home,total_shots_away,shots_on_target_ratio_home,shots_on_target_ratio_away,average_shots_on_target_distance_home,average_shots_on_target_distance_away,shots_high_xG_home,shots_high_xG_away,shots_inside_area_home,shots_inside_area_away,shots_inside_area_ratio_home,shots_inside_area_ratio_away,shots_foot_home,shots_foot_away,shots_head_home,shots_head_away,shots_other_home,shots_other_away,total_passes_home,total_passes_away,pass_success_ratio_home,pass_success_ratio_away,key_passes_home,key_passes_away,passes_needed_to_make_a_shoot_home,passes_needed_to_make_a_shoot_away,crosses_home,crosses_away,cross_success_ratio_home,cross_success_ratio_away,corners_home,corners_away,interceptions_won_home,interceptions_won_away,recoveries_home,recoveries_away,blocks_home,blocks_away,duels_won_home,duels_won_away,tackles_home,tackles_away,tackles_success_ratio_home,tackles_success_ratio_away,fouls_committed_home,fouls_committed_away,50_50_won_home,50_50_won_away,clearances_home,clearances_away,penaltys_committed_home,penaltys_committed_away,key_errors_home,key_errors_away,miscontrols_home,miscontrols_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,pressures_home,pressures_away,counterpress_home,counterpress_away,pressures_in_attacking_third_home,pressures_in_attacking_third_away,offsides_home,offsides_away,dribbles_home,dribbles_away,dribbles_success_ratio_home,dribbles_success_ratio_away,injury_substitutions_home,injury_substitutions_away,players_off_home,players_off_away,dispossessed_home,dispossessed_away,counterattacks_home,counterattacks_away,possession_percentage_home,possession_percentage_away,recoveries_attacking_third_home,recoveries_attacking_third_away,recoveries_middle_third_home,recoveries_middle_third_away,recoveries_defensive_third_home,recoveries_defensive_third_away,shots_under_pressure_home,shots_under_pressure_away,shots_inside_area_under_pressure_home,shots_inside_area_under_pressure_away,passes_under_pressure_home,passes_under_pressure_away,passes_inside_area_under_pressure_home,passes_inside_area_under_pressure_away,set_piece_shots_home,set_piece_shots_away,set_piece_shots_inside_area_home,set_piece_shots_inside_area_away,set_piece_shots_on_target_ratio_home,set_piece_shots_on_target_ratio_away,substitutions_home,substitutions_away,tactical_substitutions_home,tactical_substitutions_away,tactical_changes_home,tactical_changes_away,formation_changes_home,formation_changes_away,last_3_matches_form_home,is_valid_last_3_matches_form_home,last_3_matches_form_away,is_valid_last_3_matches_form_away,win_rate_last_5_matches_home,is_valid_win_rate_last_5_matches_home,win_rate_last_5_matches_away,is_valid_win_rate_last_5_matches_away,win_last_home_match_home_team,is_valid_win_last_home_match_home_team,win_last_away_match_away_team,is_valid_win_last_away_match_away_team,goals_conceded_last_match_home,is_valid_goals_conceded_last_match_home,goals_conceded_last_match_away,is_valid_goals_conceded_last_match_away,goals_scored_last_match_home,is_valid_goals_scored_last_match_home,goals_scored_last_match_away,is_valid_goals_scored_last_match_away,std_shots_last_3_matches_home,is_valid_std_shots_last_3_matches_home,std_shots_last_3_matches_away,is_valid_std_shots_last_3_matches_away,winning_team
3,25,0.6666666666666666,0.72,21.303394169195908,13.09446831931238,0,7,0,21,0.0,0.84,3,24,0,1,0,0,378,541,0.7328042328042328,0.8465804066543438,1,16,126.0,21.64,11,13,0.18181818181818182,0.46153846153846156,1,3,5,3,1,0,13,9,15,9,22,13,0.6818181818181818,0.6923076923076923,16,9,0,0,21,21,0,0,1,0,12,10,4,0,1,0,168,66,41,24,41,12,2,6,20,13,0.5,0.46153846153846156,0,1,0,0,3,15,3,2,0.3579961759956281,0.642003824004372,0,1,4,1,2,1,0,1,0,1,31,32,0,1,2,15,0,13,0.5,0.7333333333333333,4,5,4,4,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,6,1,0.0,0,0.0,0,away_team
22,5,0.36363636363636365,0.4,11.631504250748531,30.593943576254574,7,0,16,2,0.7272727272727273,0.4,19,5,3,0,0,0,428,409,0.7570093457943925,0.7017114914425427,14,4,19.454545454545453,81.8,14,12,0.35714285714285715,0.25,5,3,6,2,0,0,12,19,9,11,15,16,0.6,0.6875,17,13,0,0,30,23,0,1,0,0,12,17,1,3,0,0,114,93,20,20,36,29,5,2,23,16,0.6086956521739131,0.5625,0,0,0,0,9,8,4,2,0.5853243492954511,0.41467565070454887,0,1,5,1,1,0,2,2,2,1,46,60,1,2,12,5,10,2,0.3333333333333333,0.4,4,2,4,2,2,1,0,1,0,0,0,0,0.0,0,0.0,0,0,1,0,1,2,1,0,1,5,1,0,1,0.0,0,0.0,0,home_team
24,4,0.25,0.5,14.457962798455073,15.856191356863718,4,0,15,2,0.625,0.5,19,2,5,2,0,0,623,295,0.8571428571428571,0.7186440677966102,16,2,25.958333333333332,73.75,7,4,0.14285714285714285,0.5,8,3,0,3,0,0,14,26,12,12,19,20,0.631578947368421,0.6,8,20,0,0,8,24,0,1,0,1,15,14,1,3,0,0,128,210,38,29,55,47,3,1,26,10,0.6923076923076923,0.5,0,1,0,0,15,16,1,1,0.6600033919267289,0.33999660807327114,0,0,0,3,0,0,4,0,3,0,56,73,2,1,15,4,9,2,0.2,0.5,4,4,4,3,1,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.0,0,0.0,0,home_team
10,18,0.2,0.6111111111111112,18.779707074050563,16.243566030041798,0,4,6,11,0.6,0.6111111111111112,9,16,1,2,0,0,492,563,0.7784552845528455,0.7992895204262878,6,12,49.2,31.27777777777778,17,14,0.23529411764705882,0.35714285714285715,2,6,1,14,0,0,28,18,14,9,23,16,0.6086956521739131,0.5625,10,9,0,0,20,18,0,0,2,0,18,13,0,0,0,0,157,190,35,34,41,65,3,3,29,25,0.7586206896551724,0.52,0,0,0,0,10,11,4,3,0.4540697422104403,0.5459302577895595,0,1,0,9,1,4,0,5,0,4,68,56,0,4,5,5,3,4,0.2,0.6,5,5,5,5,1,2,0,0,0,0,0,0,0.0,0,0.0,0,0,1,1,1,3,1,0,1,1,1,1,1,0.0,0,0.0,0,away_team
21,3,0.47619047619047616,0.6666666666666666,12.538052013487926,23.68514973557798,2,0,11,1,0.5238095238095238,0.3333333333333333,19,3,2,0,0,0,930,237,0.8559139784946237,0.5358649789029536,15,2,44.285714285714285,79.0,20,2,0.25,0.0,8,0,4,7,0,0,16,28,14,12,21,21,0.6666666666666666,0.5714285714285714,4,7,0,0,7,32,0,0,0,0,10,10,0,0,0,0,106,239,50,37,50,40,1,0,30,12,0.7333333333333333,0.5,0,0,0,0,14,15,3,3,0.7818508048421249,0.21814919515787518,0,0,2,1,2,6,6,0,5,0,148,21,4,0,9,0,2,0,0.2222222222222222,0.0,3,2,3,2,2,1,2,1,0,0,0,0,0.0,0,0.0,0,1,1,0,1,1,1,9,1,9,1,0,1,0.0,0,0.0,0,home_team
4,20,0.0,0.25,120.0,13.267859130831477,0,2,2,13,0.5,0.65,3,14,1,5,0,1,306,675,0.6862745098039216,0.8533333333333334,2,15,76.5,33.75,2,17,0.0,0.35294117647058826,1,8,1,1,0,0,16,11,5,9,14,15,0.35714285714285715,0.6,3,12,0,1,29,12,0,0,0,0,22,21,0,0,0,0,98,138,13,35,15,77,2,2,11,14,0.6363636363636364,0.42857142857142855,0,0,0,0,12,8,2,2,0.32655208510601785,0.6734479148939821,1,0,0,0,0,1,1,2,0,2,67,43,0,4,4,11,2,8,0.0,0.18181818181818182,3,4,3,4,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,1,5,1,0,1,2,1,9,1,0.0,0,0.0,0,away_team
11,10,0.36363636363636365,0.6,13.265393858011276,20.20124022187677,3,1,9,5,0.8181818181818182,0.5,9,8,2,2,0,0,433,442,0.6581986143187067,0.669683257918552,8,5,39.36363636363637,44.2,13,12,0.38461538461538464,0.25,5,6,1,4,0,0,15,22,10,5,23,11,0.43478260869565216,0.45454545454545453,19,9,0,0,31,23,0,1,0,0,26,23,0,1,0,0,167,137,46,34,35,35,2,4,17,18,0.6470588235294118,0.3888888888888889,0,1,0,0,6,13,7,9,0.47580580717154203,0.5241941928284579,0,1,1,2,0,1,2,3,2,2,65,59,2,0,6,4,5,2,0.3333333333333333,0.75,3,4,3,3,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,1,9,1,1,1,1,1,3,1,0.0,0,0.0,0,away_team
8,15,0.625,0.4666666666666667,26.088064901711665,13.493304473316652,1,3,4,12,0.5,0.8,7,14,1,1,0,0,390,748,0.7564102564102564,0.8462566844919787,5,12,48.75,49.86666666666667,5,18,0.6,0.2222222222222222,0,10,5,1,0,0,19,13,14,13,28,22,0.5,0.5909090909090909,9,8,0,0,32,13,0,0,0,0,14,13,0,0,0,0,189,129,40,35,42,40,1,5,11,19,0.8181818181818182,0.7368421052631579,0,0,0,0,20,23,0,0,0.3396042357531789,0.6603957642468212,1,0,2,1,2,0,1,2,1,1,58,64,1,1,2,5,2,2,0.0,0.6,5,3,5,3,0,0,0,0,4,1,9,1,0.0,0,0.0,0,1,1,1,1,3,1,1,1,0,1,3,1,5.2493385826745405,1,2.160246899469287,1,away_team
4,16,0.0,0.375,120.0,15.023236942673433,1,2,2,9,0.5,0.5625,4,12,0,4,0,0,345,395,0.672463768115942,0.7215189873417721,1,12,86.25,24.6875,4,14,0.0,0.2857142857142857,3,10,1,0,0,0,14,14,6,12,13,21,0.46153846153846156,0.5714285714285714,14,14,1,0,14,14,0,0,0,1,19,15,2,4,0,0,136,141,28,26,31,41,1,0,19,13,0.5263157894736842,0.6153846153846154,0,0,0,0,13,8,3,3,0.4455126435582496,0.5544873564417504,1,0,0,0,0,0,1,3,1,3,49,56,0,2,2,9,1,6,0.0,0.3333333333333333,5,4,5,4,0,3,0,0,1,1,7,1,0.0,0,0.0,0,0,1,1,1,4,1,0,1,1,1,3,1,3.2998316455372216,1,5.557777333511022,1,away_team
16,9,0.4375,0.5555555555555556,16.775632684785645,17.98045054453983,5,2,12,7,0.75,0.7777777777777778,12,7,4,2,0,0,446,487,0.7219730941704036,0.7166324435318275,14,6,27.875,54.111111111111114,14,9,0.42857142857142855,0.1111111111111111,6,4,5,4,0,0,15,19,10,11,22,15,0.45454545454545453,0.7333333333333333,10,11,0,0,21,14,0,0,0,1,13,14,1,1,0,0,188,158,39,41,58,34,2,5,9,17,0.8888888888888888,0.8235294117647058,0,0,0,0,15,20,2,4,0.49390727071625157,0.5060927292837485,1,0,2,2,2,2,3,3,3,2,103,76,3,0,12,6,10,6,0.4166666666666667,0.3333333333333333,4,2,4,2,1,0,0,0,9,1,1,1,0.0,0,0.0,0,1,1,0,1,0,1,1,1,6,1,0,1,4.109609335312651,1,3.299831645537222,1,home_team
21,4,0.19047619047619047,0.25,31.899280375752507,13.408206442324792,1,0,6,2,0.2857142857142857,0.5,18,3,3,1,0,0,514,328,0.7607003891050583,0.6036585365853658,14,4,24.476190476190474,82.0,13,8,0.3076923076923077,0.375,9,0,5,1,0,0,29,29,19,21,26,32,0.7307692307692307,0.65625,14,14,1,0,18,36,0,0,0,0,22,14,0,2,0,0,202,221,62,42,76,33,0,3,20,15,0.45,0.5333333333333333,0,0,0,0,21,21,3,2,0.625377905487168,0.374622094512832,1,0,4,1,0,0,6,2,4,1,134,100,8,1,15,1,4,1,0.2,0.0,3,3,3,3,1,2,1,1,6,1,0,1,0.0,0,0.0,0,1,1,0,1,0,1,1,1,1,1,0,1,6.847546194724712,1,0.9428090415820634,1,away_team
18,9,0.2222222222222222,0.2222222222222222,12.837860429289911,11.009289184487368,5,1,11,6,0.6111111111111112,0.6666666666666666,16,9,2,0,0,0,448,557,0.6830357142857143,0.7755834829443446,13,4,24.88888888888889,61.888888888888886,12,6,0.25,0.0,5,3,2,0,0,0,26,28,17,5,30,14,0.5666666666666667,0.35714285714285715,13,13,0,0,10,39,1,1,0,0,18,22,2,2,0,0,193,153,44,33,59,54,1,1,11,20,0.6363636363636364,0.55,0,0,0,0,11,21,1,1,0.49821282569643166,0.5017871743035685,0,0,1,0,1,0,1,2,0,1,89,54,3,0,9,5,5,4,0.1111111111111111,0.2,3,3,3,3,0,1,0,0,7,1,7,1,0.0,0,0.0,0,1,1,1,1,0,1,1,1,1,1,4,1,8.640987597877148,1,3.8586123009300755,1,home_team
13,12,0.38461538461538464,0.5,22.931609049140373,13.273181512183973,2,4,6,9,0.46153846153846156,0.75,13,8,0,4,0,0,409,509,0.7408312958435208,0.793713163064833,7,11,31.46153846153846,42.416666666666664,9,13,0.1111111111111111,0.46153846153846156,6,3,11,4,0,1,19,21,15,26,23,33,0.6521739130434783,0.7878787878787878,9,9,1,2,17,15,0,0,0,2,9,9,1,1,0,0,190,143,44,21,47,31,3,0,25,22,0.68,0.5909090909090909,0,1,0,0,25,15,2,4,0.44365938429679364,0.5563406157032063,0,0,7,4,4,1,2,5,1,5,54,80,0,2,7,7,2,4,0.2857142857142857,0.42857142857142855,5,3,5,2,1,1,0,0,0,1,0,1,0.0,0,0.0,0,0,1,0,1,3,1,6,1,1,1,0,1,3.858612300930075,1,1.247219128924647,1,away_team
10,17,0.4,0.5294117647058824,14.977474081428493,14.953070541992068,0,4,6,11,0.6,0.6470588235294118,8,15,2,2,0,0,520,371,0.7038461538461539,0.6388140161725068,6,13,52.0,21.823529411764707,12,13,0.3333333333333333,0.23076923076923078,2,4,1,3,0,0,17,24,11,14,17,22,0.6470588235294118,0.6363636363636364,11,8,0,0,33,31,0,0,0,0,16,19,3,0,0,0,124,201,32,42,31,50,0,5,18,13,0.6666666666666666,0.5384615384615384,0,0,0,0,17,12,0,3,0.5800718073773431,0.41992819262265685,0,1,0,2,1,0,4,3,2,3,85,66,2,4,4,8,3,6,0.5,0.5,4,4,4,4,2,0,0,0,0,1,9,1,0.0,0,0.0,0,0,1,1,1,3,1,0,1,1,1,1,1,3.39934634239519,1,3.7416573867739413,1,away_team
18,7,0.2777777777777778,0.2857142857142857,17.460957911550498,13.247778682399396,1,1,14,4,0.7777777777777778,0.5714285714285714,13,7,5,0,0,0,465,366,0.7182795698924731,0.6284153005464481,9,4,25.833333333333332,52.285714285714285,6,6,0.3333333333333333,0.16666666666666666,7,4,3,8,0,0,24,31,11,8,14,16,0.7857142857142857,0.5,11,12,0,1,29,25,0,0,1,1,24,23,0,2,0,0,142,148,30,38,32,28,4,1,10,14,0.7,0.5714285714285714,0,0,0,0,13,9,3,4,0.601962823848327,0.39803717615167306,0,0,3,5,0,3,3,0,3,0,71,81,0,2,12,6,9,3,0.25,0.3333333333333333,3,1,3,1,0,1,0,0,9,1,1,1,0.0,0,0.0,0,1,1,0,1,1,1,5,1,3,1,0,1,4.320493798938574,1,1.247219128924647,1,draw
8,12,0.375,0.6666666666666666,21.82385042191098,12.851675647978993,0,2,4,9,0.5,0.75,8,9,0,3,0,0,414,492,0.7536231884057971,0.7967479674796748,4,8,51.75,41.0,11,10,0.09090909090909091,0.5,4,5,11,4,0,0,20,20,11,12,24,21,0.4583333333333333,0.5714285714285714,14,12,0,0,24,14,1,0,0,0,14,25,1,3,0,1,133,213,25,28,23,63,2,3,24,20,0.625,0.6,1,0,0,0,13,17,5,3,0.4788572664527418,0.5211427335472583,0,0,6,4,5,0,3,3,2,3,80,60,1,2,6,7,3,6,0.3333333333333333,0.5714285714285714,4,4,3,4,2,0,0,0,0,1,3,1,0.0,0,0.0,0,0,1,1,1,4,1,0,1,0,1,1,1,5.2493385826745405,1,0.9428090415820634,1,away_team
3,26,0.3333333333333333,0.3076923076923077,7.829431652425353,16.898352098586102,0,3,2,16,0.6666666666666666,0.6153846153846154,2,24,1,2,0,0,323,575,0.6625386996904025,0.7895652173913044,1,21,107.66666666666667,22.115384615384617,7,16,0.14285714285714285,0.3125,2,10,2,2,0,0,31,22,17,11,25,15,0.68,0.7333333333333333,12,10,0,1,37,17,0,0,2,0,17,19,1,0,0,0,247,111,31,24,53,45,0,2,8,31,0.625,0.6451612903225806,0,0,0,0,13,16,2,2,0.32497460753880414,0.6750253924611959,0,0,0,2,2,0,2,14,2,9,60,123,2,9,3,20,2,13,0.3333333333333333,0.35,3,2,3,2,3,1,0,0,6,1,4,1,0.0,0,0.0,0,0,1,0,1,1,1,3,1,0,1,1,1,6.342099196813483,1,6.164414002968976,1,draw
