total_shots_home,total_shots_away,shots_on_target_ratio_home,shots_on_target_ratio_away,average_shots_on_target_distance_home,average_shots_on_target_distance_away,shots_high_xG_home,shots_high_xG_away,shots_inside_area_home,shots_inside_area_away,shots_inside_area_ratio_home,shots_inside_area_ratio_away,shots_foot_home,shots_foot_away,shots_head_home,shots_head_away,shots_other_home,shots_other_away,total_passes_home,total_passes_away,pass_success_ratio_home,pass_success_ratio_away,key_passes_home,key_passes_away,passes_needed_to_make_a_shoot_home,passes_needed_to_make_a_shoot_away,crosses_home,crosses_away,cross_success_ratio_home,cross_success_ratio_away,corners_home,corners_away,interceptions_won_home,interceptions_won_away,recoveries_home,recoveries_away,blocks_home,blocks_away,duels_won_home,duels_won_away,tackles_home,tackles_away,tackles_success_ratio_home,tackles_success_ratio_away,fouls_committed_home,fouls_committed_away,50_50_won_home,50_50_won_away,clearances_home,clearances_away,penaltys_committed_home,penaltys_committed_away,key_errors_home,key_errors_away,miscontrols_home,miscontrols_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,pressures_home,pressures_away,counterpress_home,counterpress_away,pressures_in_attacking_third_home,pressures_in_attacking_third_away,offsides_home,offsides_away,dribbles_home,dribbles_away,dribbles_success_ratio_home,dribbles_success_ratio_away,injury_substitutions_home,injury_substitutions_away,players_off_home,players_off_away,dispossessed_home,dispossessed_away,counterattacks_home,counterattacks_away,possession_percentage_home,possession_percentage_away,recoveries_attacking_third_home,recoveries_attacking_third_away,recoveries_middle_third_home,recoveries_middle_third_away,recoveries_defensive_third_home,recoveries_defensive_third_away,shots_under_pressure_home,shots_under_pressure_away,shots_inside_area_under_pressure_home,shots_inside_area_under_pressure_away,passes_under_pressure_home,passes_under_pressure_away,passes_inside_area_under_pressure_home,passes_inside_area_under_pressure_away,set_piece_shots_home,set_piece_shots_away,set_piece_shots_inside_area_home,set_piece_shots_inside_area_away,set_piece_shots_on_target_ratio_home,set_piece_shots_on_target_ratio_away,substitutions_home,substitutions_away,tactical_substitutions_home,tactical_substitutions_away,tactical_changes_home,tactical_changes_away,formation_changes_home,formation_changes_away,last_3_matches_form_home,is_valid_last_3_matches_form_home,last_3_matches_form_away,is_valid_last_3_matches_form_away,win_rate_last_5_matches_home,is_valid_win_rate_last_5_matches_home,win_rate_last_5_matches_away,is_valid_win_rate_last_5_matches_away,win_last_home_match_home_team,is_valid_win_last_home_match_home_team,win_last_away_match_away_team,is_valid_win_last_away_match_away_team,goals_conceded_last_match_home,is_valid_goals_conceded_last_match_home,goals_conceded_last_match_away,is_valid_goals_conceded_last_match_away,goals_scored_last_match_home,is_valid_goals_scored_last_match_home,goals_scored_last_match_away,is_valid_goals_scored_last_match_away,std_shots_last_3_matches_home,is_valid_std_shots_last_3_matches_home,std_shots_last_3_matches_away,is_valid_std_shots_last_3_matches_away,winner_team
9,10,0.1111111111111111,0.6,4.368065933568315,16.480387488080794,3,3,7,7,0.7777777777777778,0.7,9,9,0,1,0,0,355,459,0.676056338028169,0.7167755991285403,4,6,39.44444444444444,45.9,9,12,0.3333333333333333,0.08333333333333333,3,5,12,5,2,0,18,16,7,9,14,21,0.5,0.42857142857142855,14,14,0,0,37,19,1,0,0,0,15,14,3,2,0,0,272,138,32,37,84,44,5,3,23,9,0.6956521739130435,0.1111111111111111,0,1,0,0,15,9,1,2,0.47453033761702546,0.5254696623829745,2,0,8,4,4,1,5,2,4,1,68,124,1,3,4,4,4,2,0.25,0.25,3,3,3,2,0,1,0,0,2,1,3,1,0.0,0,0.0,0,0,1,0,1,4,1,2,1,0,1,0,1,7.483314773547883,1,2.0548046676563256,1,away_team
13,4,0.46153846153846156,0.0,16.297434639797366,120.0,6,0,10,2,0.7692307692307693,0.5,12,2,1,2,0,0,625,448,0.8576,0.8080357142857143,13,2,48.07692307692308,112.0,16,5,0.25,0.4,4,5,6,10,0,0,12,12,14,12,22,21,0.6363636363636364,0.5714285714285714,10,13,0,0,20,22,0,0,0,0,23,31,1,0,0,0,176,220,35,42,57,34,2,0,27,14,0.5555555555555556,0.9285714285714286,0,0,0,0,11,21,4,3,0.573005356784215,0.42699464321578484,1,1,4,4,1,5,2,2,2,2,82,77,0,0,6,3,5,1,0.3333333333333333,0.0,3,2,3,2,1,2,0,0,9,1,0,1,0.0,0,0.0,0,1,1,0,1,0,1,1,1,1,1,0,1,2.8674417556808756,1,0.0,1,home_team
22,7,0.2727272727272727,0.42857142857142855,16.065392809604937,16.352237622676952,1,0,12,4,0.5454545454545454,0.5714285714285714,18,7,4,0,0,0,419,608,0.7517899761336515,0.8174342105263158,17,7,19.045454545454547,86.85714285714286,14,9,0.35714285714285715,0.0,4,3,2,2,0,0,14,15,15,11,18,20,0.8333333333333334,0.55,12,6,0,0,30,24,0,0,0,0,10,11,1,2,0,0,111,103,22,27,43,21,3,3,20,14,0.5,0.5,0,0,0,0,11,13,3,1,0.4565053306264802,0.5434946693735199,0,0,2,1,0,1,2,0,2,0,40,57,1,0,10,5,6,3,0.3,0.4,3,1,3,1,1,0,0,0,7,1,9,1,0.0,0,0.0,0,1,1,1,1,0,1,0,1,4,1,4,1,4.496912521077347,1,3.6817870057290873,1,home_team
12,15,0.25,0.26666666666666666,15.10924205483537,30.145437042216734,0,3,8,9,0.6666666666666666,0.6,11,12,1,3,0,0,426,348,0.7276995305164319,0.5977011494252874,9,12,35.5,23.2,15,16,0.2,0.25,4,3,9,3,0,1,16,23,9,14,24,23,0.375,0.6086956521739131,9,12,1,0,40,19,0,0,0,0,20,17,1,1,0,0,178,231,47,45,28,67,4,2,24,17,0.7083333333333334,0.8235294117647058,0,0,0,0,19,22,4,4,0.5263991201723919,0.4736008798276082,1,0,1,3,7,1,2,4,1,3,74,57,3,4,9,8,6,5,0.3333333333333333,0.125,3,1,3,1,3,0,0,0,3,1,1,1,0.0,0,0.0,0,0,1,0,1,3,1,3,1,2,1,1,1,3.858612300930075,1,2.8284271247461903,1,home_team
7,11,0.42857142857142855,0.18181818181818182,11.57103281716777,15.71850582170312,1,1,5,7,0.7142857142857143,0.6363636363636364,7,9,0,2,0,0,283,396,0.5865724381625441,0.6212121212121212,6,6,40.42857142857143,36.0,12,12,0.16666666666666666,0.16666666666666666,2,7,2,4,1,0,22,7,12,11,23,18,0.5217391304347826,0.6111111111111112,11,11,0,0,63,40,0,0,0,0,20,14,1,1,0,0,158,149,22,39,20,46,4,1,25,17,0.8,0.47058823529411764,0,0,0,0,14,15,2,1,0.44561585148859456,0.5543841485114055,1,1,2,1,0,2,2,1,1,1,50,72,4,4,3,10,2,6,0.6666666666666666,0.2,3,2,3,2,0,0,0,0,6,1,6,1,0.0,0,0.0,0,1,1,1,1,0,1,2,1,3,1,3,1,8.055363982396383,1,4.189935029992179,1,home_team
21,7,0.3333333333333333,0.42857142857142855,20.443753967303984,16.051299379052697,0,0,9,5,0.42857142857142855,0.7142857142857143,19,5,2,2,0,0,548,337,0.8156934306569343,0.6646884272997032,14,5,26.095238095238095,48.142857142857146,13,7,0.15384615384615385,0.2857142857142857,8,2,4,5,0,0,20,23,18,15,28,31,0.6428571428571429,0.4838709677419355,8,16,2,1,29,30,0,0,1,0,24,20,1,0,0,0,162,296,47,55,53,51,1,2,21,20,0.8095238095238095,0.6,0,0,0,0,28,21,4,4,0.6420890142597185,0.35791098574028146,0,0,3,2,1,3,1,3,1,1,113,63,2,3,16,3,8,3,0.375,0.6666666666666666,1,3,1,3,0,3,0,0,0,1,1,1,0.0,0,0.0,0,0,1,0,1,3,1,1,1,0,1,1,1,6.128258770283411,1,5.436502143433364,1,home_team
10,7,0.3,0.2857142857142857,15.27331282755849,25.187465148545904,3,0,7,3,0.7,0.42857142857142855,10,5,0,2,0,0,646,453,0.8421052631578947,0.7969094922737306,9,7,64.6,64.71428571428571,7,7,0.0,0.5714285714285714,3,2,7,4,0,1,8,13,18,20,27,31,0.6666666666666666,0.6451612903225806,7,12,0,2,14,27,0,0,0,1,12,18,1,1,0,0,172,259,34,56,45,49,0,0,19,24,0.5789473684210527,0.5,0,0,0,0,26,17,1,1,0.5819556076428798,0.41804439235712015,2,0,4,2,1,3,3,1,1,0,174,96,4,2,5,1,4,1,0.6,1.0,2,3,2,3,0,1,0,0,6,1,9,1,0.0,0,0.0,0,1,1,1,1,2,1,0,1,1,1,3,1,5.792715732327589,1,1.8856180831641267,1,home_team
14,25,0.2857142857142857,0.48,14.612289048226573,17.4711660056582,1,1,11,19,0.7857142857142857,0.76,11,22,3,3,0,0,423,485,0.7115839243498818,0.7505154639175258,7,19,30.214285714285715,19.4,10,22,0.5,0.18181818181818182,5,11,2,5,0,0,24,19,8,12,15,19,0.5333333333333333,0.631578947368421,6,10,0,0,30,35,0,0,2,1,14,11,0,1,0,0,94,94,24,19,10,35,0,3,12,16,0.6666666666666666,0.625,0,0,0,0,15,9,2,5,0.4449584449690611,0.555041555030939,0,0,0,2,2,3,4,3,4,3,61,37,3,3,10,15,8,13,0.2,0.4666666666666667,2,3,2,3,0,0,0,0,6,1,7,1,0.0,0,0.0,0,0,1,1,1,1,1,1,1,3,1,2,1,2.0548046676563256,1,4.546060565661952,1,away_team
10,22,0.2,0.22727272727272727,20.159937509234588,21.385173684118662,0,2,3,11,0.3,0.5,10,20,0,2,0,0,323,505,0.631578947368421,0.7346534653465346,6,12,32.3,22.954545454545453,9,17,0.1111111111111111,0.29411764705882354,3,6,11,4,0,0,20,18,10,16,18,23,0.5555555555555556,0.6956521739130435,9,19,0,0,39,21,1,0,0,0,17,14,0,2,0,0,118,149,22,34,18,39,1,1,22,23,0.8181818181818182,0.782608695652174,0,0,0,0,20,14,2,1,0.4438872143922593,0.5561127856077407,0,1,5,1,6,2,3,2,1,1,81,46,2,2,6,10,3,6,0.16666666666666666,0.2,3,0,3,0,0,0,0,0,1,1,6,1,0.0,0,0.0,0,0,1,1,1,1,1,3,1,1,1,0,1,5.312459150169743,1,3.7416573867739413,1,away_team
29,10,0.3448275862068966,0.3,18.276365077065584,18.78297903813329,5,0,17,6,0.5862068965517241,0.6,24,9,5,1,0,0,441,491,0.7913832199546486,0.8105906313645621,21,7,15.206896551724139,49.1,17,10,0.4117647058823529,0.4,14,3,7,6,0,0,28,23,14,9,18,10,0.7777777777777778,0.9,7,7,0,0,20,23,0,0,1,0,9,17,1,1,1,0,174,129,16,29,49,30,7,0,14,15,0.9285714285714286,0.26666666666666666,0,0,0,0,9,9,8,6,0.583358789269875,0.41664121073012494,2,0,4,2,1,4,8,6,4,3,84,104,5,0,14,8,7,4,0.21428571428571427,0.375,3,3,3,3,2,1,0,0,6,1,3,1,0.8,1,0.4,1,1,1,1,1,1,1,3,1,0,1,1,1,4.109609335312651,1,2.160246899469287,1,home_team
14,7,0.35714285714285715,0.14285714285714285,17.789247123396898,20.929644048573785,1,0,10,5,0.7142857142857143,0.7142857142857143,12,7,2,0,0,0,451,401,0.7605321507760532,0.7281795511221946,10,6,32.214285714285715,57.285714285714285,9,15,0.2222222222222222,0.06666666666666667,8,7,3,13,0,1,12,23,15,12,19,24,0.7894736842105263,0.5,11,9,0,1,43,33,0,1,0,0,17,14,1,2,0,0,91,77,21,17,25,21,3,3,11,10,0.45454545454545453,0.7,0,0,0,0,19,19,2,3,0.5782482311288214,0.4217517688711787,1,4,1,5,1,5,2,2,2,1,38,56,2,3,8,3,5,3,0.375,0.0,3,3,3,3,1,1,0,0,9,1,9,1,0.8,1,0.6,1,1,1,1,1,1,1,0,1,3,1,2,1,1.699673171197595,1,8.055363982396383,1,home_team
21,9,0.38095238095238093,0.5555555555555556,18.882916707833154,14.614017436622282,4,2,13,6,0.6190476190476191,0.6666666666666666,19,8,2,1,0,0,629,284,0.7710651828298887,0.5563380281690141,16,8,29.952380952380953,31.555555555555557,15,6,0.2,0.5,6,3,4,7,0,0,29,20,17,16,20,23,0.85,0.6956521739130435,5,9,0,0,17,45,0,0,1,3,18,17,1,1,0,0,93,144,26,23,27,17,3,3,22,14,0.5,0.6428571428571429,0,0,0,0,14,16,3,3,0.6559058152452615,0.3440941847547385,0,0,3,1,1,6,4,1,4,1,69,51,3,1,16,5,10,3,0.4375,0.6,2,3,2,3,0,1,0,0,3,1,1,1,0.4,1,0.0,1,1,1,0,1,2,1,2,1,0,1,1,1,4.08248290463863,1,3.7416573867739413,1,draw
14,7,0.5714285714285714,0.0,17.355703910079303,120.0,1,1,6,2,0.42857142857142855,0.2857142857142857,11,6,3,1,0,0,380,509,0.7631578947368421,0.8074656188605108,9,3,27.142857142857142,72.71428571428571,8,8,0.5,0.0,5,6,5,6,1,0,16,17,16,17,25,21,0.64,0.8095238095238095,9,13,0,0,23,14,0,1,1,1,14,21,1,0,0,0,211,177,37,45,57,48,5,0,9,23,0.5555555555555556,0.30434782608695654,1,1,0,0,18,9,0,0,0.48304863706522805,0.516951362934772,1,0,2,2,3,4,3,0,1,0,71,105,2,1,8,5,3,2,0.5,0.0,2,1,1,0,0,1,0,0,0,1,3,1,0.0,1,0.2,1,0,1,0,1,2,1,0,1,0,1,2,1,4.898979485566356,1,7.2571803523590805,1,home_team
10,19,0.3,0.15789473684210525,31.132841437180115,15.134761017661765,1,1,3,14,0.3,0.7368421052631579,9,15,1,4,0,0,319,670,0.7084639498432602,0.8671641791044776,6,11,31.9,35.26315789473684,3,14,0.0,0.35714285714285715,3,6,7,6,0,0,23,14,19,8,28,13,0.6785714285714286,0.6153846153846154,15,3,0,0,26,16,0,0,1,0,9,7,3,0,0,0,218,125,33,29,34,39,0,1,19,22,0.6842105263157895,0.6818181818181818,0,0,0,0,7,22,3,1,0.3292029689594931,0.6707970310405068,1,1,3,3,3,2,1,7,0,7,63,110,1,5,5,13,1,10,0.2,0.07692307692307693,3,2,3,2,0,1,0,0,6,1,6,1,0.6,1,0.8,1,0,1,0,1,1,1,0,1,2,1,1,1,4.189935029992178,1,2.0548046676563256,1,away_team
21,8,0.09523809523809523,0.375,21.42748704046198,30.876031763675783,1,0,7,2,0.3333333333333333,0.25,19,8,2,0,0,0,509,409,0.7406679764243614,0.687041564792176,12,4,24.238095238095237,51.125,19,6,0.3684210526315789,0.16666666666666666,5,3,5,11,0,1,20,18,17,6,27,21,0.6296296296296297,0.2857142857142857,7,20,0,1,22,34,0,0,0,0,26,23,0,1,0,0,166,187,39,37,44,52,1,0,29,17,0.5517241379310345,0.6470588235294118,0,0,0,0,10,23,8,7,0.5706219385076258,0.429378061492374,0,0,2,7,3,5,3,1,2,0,115,99,5,0,10,3,5,0,0.2,0.3333333333333333,2,3,2,3,0,2,0,0,1,1,3,1,0.0,1,0.6,1,0,1,0,1,2,1,0,1,0,1,2,1,5.185449728701348,1,2.8674417556808756,1,away_team
19,2,0.5263157894736842,0.5,14.31600532912453,32.37854227725517,4,0,13,0,0.6842105263157895,0.0,16,2,3,0,0,0,570,382,0.8315789473684211,0.7513089005235603,14,1,30.0,191.0,24,2,0.3333333333333333,0.0,8,2,3,10,0,0,19,17,7,12,8,18,0.875,0.6666666666666666,10,14,0,0,12,20,0,1,0,0,15,17,1,2,0,0,159,129,27,16,61,27,5,1,22,11,0.7727272727272727,0.7272727272727273,0,0,0,0,13,5,3,1,0.6235140095170609,0.376485990482939,1,0,2,6,0,4,3,0,3,0,78,76,3,0,12,1,7,0,0.25,1.0,3,1,3,1,2,0,1,0,6,1,3,1,0.6,1,0.2,1,1,1,0,1,1,1,0,1,0,1,3,1,8.48528137423857,1,2.6246692913372702,1,home_team
7,17,0.2857142857142857,0.35294117647058826,18.01086041578091,18.83688169018318,3,2,7,12,1.0,0.7058823529411765,5,17,2,0,0,0,279,752,0.6200716845878136,0.8723404255319149,5,15,39.857142857142854,44.23529411764706,4,21,0.5,0.19047619047619047,4,6,11,3,0,0,15,13,6,12,11,22,0.5454545454545454,0.5909090909090909,2,7,1,1,22,9,0,0,1,0,5,11,0,0,0,0,291,121,45,36,23,55,1,2,12,13,0.4166666666666667,0.9230769230769231,0,0,0,0,16,11,2,2,0.31870365909270715,0.6812963409072929,0,0,3,3,8,0,5,10,5,8,75,189,1,8,6,5,6,1,0.16666666666666666,0.2,2,3,2,3,3,0,2,0,2,1,6,1,0.0,1,0.8,1,0,1,0,1,3,1,0,1,3,1,5,1,1.247219128924647,1,9.285592184789413,1,away_team
22,9,0.4090909090909091,0.1111111111111111,16.596980396831153,10.307764064044148,2,1,10,4,0.45454545454545453,0.4444444444444444,18,8,3,1,1,0,425,413,0.6988235294117647,0.7046004842615012,16,4,19.318181818181817,45.888888888888886,17,8,0.29411764705882354,0.125,6,0,5,10,0,3,23,26,16,18,17,27,0.9411764705882353,0.6666666666666666,12,21,0,1,20,29,0,0,1,0,8,19,3,2,0,0,172,225,36,53,45,63,0,1,33,28,0.6363636363636364,0.6428571428571429,0,0,0,0,16,9,4,4,0.5031296749752528,0.4968703250247471,1,4,3,4,1,5,6,1,3,1,160,84,5,0,16,4,9,2,0.4375,0.0,3,3,3,3,0,2,0,1,6,1,3,1,0.6,1,0.6,1,1,1,1,1,0,1,2,1,1,1,0,1,1.699673171197595,1,4.921607686744467,1,home_team
18,5,0.16666666666666666,0.6,15.327889161103101,26.121214300851104,2,0,11,1,0.6111111111111112,0.2,17,5,1,0,0,0,750,315,0.8493333333333334,0.7047619047619048,13,4,41.666666666666664,63.0,17,4,0.17647058823529413,0.0,8,0,4,23,1,0,14,21,14,7,18,20,0.7777777777777778,0.35,7,9,0,0,5,18,0,0,0,0,14,20,0,0,0,0,146,271,40,35,49,39,0,0,17,19,0.5882352941176471,0.5789473684210527,0,0,0,0,15,11,2,2,0.7523138816804257,0.2476861183195742,0,1,4,4,1,18,2,1,1,0,86,87,1,0,11,3,5,1,0.0,0.6666666666666666,2,2,2,2,2,2,0,0,6,1,1,1,0.8,1,0.0,1,1,1,0,1,0,1,1,1,2,1,0,1,5.0990195135927845,1,6.018490028422597,1,home_team
8,15,0.25,0.6666666666666666,25.33610628930249,13.19507164155074,0,3,2,14,0.25,0.9333333333333333,8,11,0,4,0,0,422,552,0.7511848341232228,0.8478260869565217,4,13,52.75,36.8,10,13,0.1,0.5384615384615384,4,3,6,7,0,0,24,11,12,12,18,21,0.6666666666666666,0.5714285714285714,2,12,0,1,22,21,0,0,0,0,17,20,0,0,0,0,278,225,48,39,56,86,2,2,22,20,0.5909090909090909,0.55,0,0,0,0,12,12,2,2,0.4370862523482172,0.5629137476517828,1,1,2,2,3,4,3,6,1,6,135,138,1,3,6,6,2,5,0.3333333333333333,0.6666666666666666,1,3,1,3,0,1,0,0,3,1,9,1,0.2,1,0.8,1,1,1,1,1,3,1,0,1,0,1,1,1,7.408703590297622,1,4.642796092394706,1,away_team
9,15,0.4444444444444444,0.26666666666666666,15.448986893179404,9.180665211400772,1,2,5,5,0.5555555555555556,0.3333333333333333,9,13,0,2,0,0,388,326,0.6701030927835051,0.6134969325153374,3,6,43.111111111111114,21.733333333333334,8,10,0.125,0.1,4,5,2,3,0,1,24,11,8,7,17,14,0.47058823529411764,0.5,25,16,0,0,29,34,0,0,0,2,9,13,2,3,0,1,102,120,15,29,18,43,1,3,10,19,0.3,0.6842105263157895,0,0,0,0,7,11,3,2,0.49640429491152055,0.5035957050884795,0,1,0,3,2,0,0,2,0,1,78,52,0,3,8,9,4,3,0.5,0.2222222222222222,2,1,2,1,1,1,1,0,3,1,4,1,0.4,1,0.4,1,0,1,0,1,5,1,3,1,0,1,3,1,1.8856180831641267,1,4.08248290463863,1,away_team
35,7,0.45714285714285713,0.2857142857142857,11.779083994212481,7.3756816492197625,9,2,28,4,0.8,0.5714285714285714,28,7,7,0,0,0,788,270,0.8845177664974619,0.6851851851851852,28,3,22.514285714285716,38.57142857142857,24,2,0.4166666666666667,0.0,12,3,7,6,0,0,10,25,17,7,22,12,0.8181818181818182,0.5833333333333334,2,2,0,1,13,32,1,0,1,0,13,15,0,0,0,0,149,186,48,29,50,24,4,0,17,24,0.7058823529411765,0.625,0,0,0,0,7,13,2,2,0.7538277706193234,0.24617222938067665,2,2,2,3,3,1,4,1,4,1,91,87,4,1,22,1,18,0,0.4090909090909091,0.0,3,3,3,3,0,0,0,0,9,1,1,1,0.8,1,0.0,1,1,1,0,1,0,1,5,1,1,1,0,1,4.027681991198191,1,1.247219128924647,1,home_team
14,12,0.35714285714285715,0.25,16.548483900799127,20.567583107287888,1,1,9,9,0.6428571428571429,0.75,11,9,3,3,0,0,667,411,0.8245877061469266,0.7347931873479319,9,9,47.642857142857146,34.25,19,6,0.3157894736842105,0.16666666666666666,11,9,5,7,0,1,21,15,14,16,19,24,0.7368421052631579,0.6666666666666666,8,11,0,3,11,46,0,0,0,0,26,16,0,0,0,0,196,211,39,28,51,22,3,2,14,14,0.5714285714285714,0.7857142857142857,0,0,0,0,18,16,5,6,0.6276394714896185,0.3723605285103814,2,0,3,5,0,3,4,2,3,2,158,71,5,2,8,7,5,7,0.5,0.2857142857142857,2,2,2,2,0,1,0,0,6,1,0,1,0.8,1,0.0,1,1,1,0,1,0,1,1,1,5,1,0,1,8.993825042154695,1,7.118052168020874,1,home_team
9,12,0.4444444444444444,0.4166666666666667,23.19253882596545,16.628215824328358,0,2,3,8,0.3333333333333333,0.6666666666666666,6,8,3,4,0,0,296,360,0.7195945945945946,0.7277777777777777,5,9,32.888888888888886,30.0,3,18,0.6666666666666666,0.2777777777777778,4,7,6,2,0,1,20,19,5,11,9,16,0.6666666666666666,0.6875,11,18,0,0,22,22,0,0,0,0,21,12,4,3,1,0,123,95,32,20,21,40,0,7,10,10,0.5,0.6,0,0,0,0,12,5,1,2,0.4900966661406227,0.5099033338593774,0,1,4,1,3,1,2,2,2,2,57,41,0,3,6,7,1,4,0.5,0.14285714285714285,3,3,3,3,0,0,0,0,0,1,6,1,0.2,1,0.8,1,0,1,0,1,3,1,0,1,2,1,4,1,2.160246899469287,1,5.656854249492381,1,home_team
12,13,0.4166666666666667,0.3076923076923077,24.024480898464514,19.1422886468455,0,2,3,8,0.25,0.6153846153846154,11,11,1,2,0,0,334,475,0.6826347305389222,0.7536842105263157,11,7,27.833333333333332,36.53846153846154,6,15,0.3333333333333333,0.2,5,5,13,2,0,0,17,16,17,17,35,29,0.4857142857142857,0.5862068965517241,13,17,1,0,25,24,0,0,1,0,26,10,2,2,0,0,171,181,44,35,63,28,1,2,36,25,0.6388888888888888,0.4,0,0,0,0,17,20,2,2,0.4421228503954318,0.5578771496045684,2,1,7,0,4,1,2,1,0,1,88,111,3,3,9,9,2,7,0.5555555555555556,0.3333333333333333,1,3,1,3,0,1,0,0,3,1,3,1,0.2,1,0.4,1,0,1,0,1,6,1,3,1,0,1,1,1,6.377042156569663,1,5.90668171555645,1,draw
11,20,0.6363636363636364,0.55,20.511926455431887,23.02445160117964,3,3,4,12,0.36363636363636365,0.6,10,14,1,6,0,0,324,457,0.6111111111111112,0.7221006564551422,8,9,29.454545454545453,22.85,8,12,0.5,0.08333333333333333,1,10,10,7,0,1,28,16,15,11,26,16,0.5769230769230769,0.6875,12,6,0,0,37,24,0,0,1,0,21,24,0,1,0,0,190,150,42,32,27,51,1,2,22,18,0.5909090909090909,0.6111111111111112,0,0,0,0,8,19,4,4,0.4107941818848325,0.5892058181151676,1,1,6,6,3,1,4,4,1,3,80,100,1,5,5,15,2,9,0.6,0.5333333333333333,2,2,2,2,0,0,0,0,3,1,4,1,0.2,1,0.4,1,1,1,1,1,4,1,2,1,0,1,3,1,5.90668171555645,1,4.109609335312651,1,draw
15,9,0.5333333333333333,0.2222222222222222,18.043946464659754,25.312480812434053,2,0,11,5,0.7333333333333333,0.5555555555555556,14,9,1,0,0,0,507,434,0.7357001972386588,0.6912442396313364,12,7,33.8,48.22222222222222,12,12,0.16666666666666666,0.4166666666666667,8,2,9,6,0,0,21,28,11,9,19,17,0.5789473684210527,0.5294117647058824,9,12,1,0,22,31,0,1,1,0,15,16,1,1,0,0,174,199,40,49,57,42,3,1,18,23,0.7222222222222222,0.6086956521739131,0,1,0,0,12,11,1,1,0.6139543188123914,0.3860456811876086,4,0,4,4,1,2,5,3,3,2,136,122,3,0,9,5,7,2,0.3333333333333333,0.2,3,3,3,2,0,2,0,0,3,1,9,1,0.6,1,0.6,1,1,1,1,1,3,1,1,1,2,1,3,1,4.921607686744467,1,5.887840577551898,1,home_team
27,12,0.37037037037037035,0.25,16.935355605379527,16.759690960477187,3,0,13,6,0.48148148148148145,0.5,23,9,3,3,1,0,530,439,0.7679245283018868,0.7357630979498861,15,9,19.62962962962963,36.583333333333336,13,10,0.23076923076923078,0.2,9,4,0,3,0,0,15,39,6,14,10,21,0.6,0.6666666666666666,7,11,1,0,24,36,0,0,0,1,20,15,1,2,0,0,111,246,27,37,36,40,3,2,21,11,0.6666666666666666,0.5454545454545454,0,0,0,0,15,8,1,1,0.5970195441330998,0.40298045586690023,0,1,0,1,0,1,3,1,2,0,119,72,3,2,14,9,9,5,0.2857142857142857,0.3333333333333333,2,2,2,2,0,0,0,0,9,1,9,1,1.0,1,0.8,1,1,1,1,1,0,1,0,1,6,1,1,1,4.96655480858378,1,6.48074069840786,1,home_team
14,14,0.5,0.21428571428571427,22.495010302438512,21.410034201703795,3,1,10,11,0.7142857142857143,0.7857142857142857,13,11,1,3,0,0,369,431,0.6449864498644986,0.6751740139211136,5,10,26.357142857142858,30.785714285714285,8,10,0.125,0.6,10,8,5,8,0,0,25,27,13,13,23,20,0.5652173913043478,0.65,16,6,1,0,46,18,0,1,0,0,13,21,1,3,0,0,240,142,58,32,54,28,3,1,21,19,0.5238095238095238,0.2631578947368421,0,0,0,0,11,12,2,1,0.4752532626473178,0.5247467373526822,0,0,5,6,0,2,5,3,3,3,89,188,1,7,8,10,4,8,0.5,0.2,3,3,3,3,1,0,0,0,0,1,3,1,0.0,1,0.4,1,0,1,0,1,1,1,2,1,0,1,3,1,6.548960901462833,1,0.4714045207910317,1,draw
10,18,0.6,0.05555555555555555,15.275392276646853,37.64491997600739,3,1,7,9,0.7,0.5,9,17,1,1,0,0,475,441,0.7494736842105263,0.6621315192743764,6,10,47.5,24.5,3,14,0.3333333333333333,0.2857142857142857,2,5,2,11,0,0,28,18,12,22,21,27,0.5714285714285714,0.8148148148148148,9,7,1,1,42,13,0,0,0,0,15,15,2,0,0,0,149,212,33,57,30,41,4,2,29,19,0.5862068965517241,0.5263157894736842,1,0,0,0,15,13,2,2,0.4703640594144295,0.5296359405855704,0,1,0,6,2,4,3,2,3,1,132,111,0,3,6,12,5,7,0.5,0.0,3,2,2,2,1,1,0,0,1,1,4,1,0.2,1,0.2,1,0,1,0,1,1,1,2,1,1,1,2,1,1.699673171197595,1,5.0990195135927845,1,home_team
19,12,0.15789473684210525,0.5,19.686805818774918,16.32098722159893,1,2,8,8,0.42105263157894735,0.6666666666666666,17,11,2,1,0,0,332,563,0.6204819277108434,0.7477797513321492,8,10,17.473684210526315,46.916666666666664,11,8,0.2727272727272727,0.375,6,4,11,5,0,0,20,19,12,10,23,15,0.5217391304347826,0.6666666666666666,16,9,0,0,19,17,0,0,1,0,23,20,3,0,0,0,192,116,25,34,48,35,0,1,8,17,1.0,0.6470588235294118,0,0,0,0,15,18,0,1,0.45302258476222185,0.5469774152377781,5,0,3,3,3,2,0,2,0,2,84,77,2,1,7,6,2,3,0.14285714285714285,0.5,2,2,2,2,0,1,0,0,5,1,9,1,0.4,1,0.8,1,0,1,1,1,2,1,1,1,2,1,11,1,2.6246692913372702,1,7.788880963698615,1,away_team
